start	strand	gisaid_mismatch_0	gisaid_mismatch_1	gisaid_mismatch_2	sensitivity_0	sensitivity_01
17025	+	5625	2	1	0.999466950959488	0.999822316986496
17039	+	5626	2	0	0.999644633972992	1
17040	+	5625	3	0	0.999466950959488	1
17181	+	5624	3	1	0.999289267945984	0.999822316986496
17182	+	5623	4	1	0.99911158493248	0.999822316986496
17200	+	5626	1	1	0.999644633972992	0.999822316986496
17248	+	5624	4	0	0.999289267945984	1
17254	+	5623	5	0	0.99911158493248	1
17295	+	5619	9	0	0.998400852878465	1
17339	+	5622	4	2	0.998933901918977	0.999644633972992
17355	+	5616	11	1	0.997867803837953	0.999822316986496
17503	+	5625	3	0	0.999466950959488	1
17504	+	5624	4	0	0.999289267945984	1
17555	+	5608	5	15	0.996446339729922	0.997334754797441
17599	+	5611	2	15	0.996979388770434	0.997334754797441
17608	+	5609	4	15	0.996624022743426	0.997334754797441
17614	+	5609	5	14	0.996624022743426	0.997512437810945
17632	+	5606	8	14	0.996090973702914	0.997512437810945
17633	+	5606	8	14	0.996090973702914	0.997512437810945
17690	+	5596	18	14	0.994314143567875	0.997512437810945
17736	+	5040	572	16	0.895522388059702	0.997157071783937
17737	+	5040	572	16	0.895522388059702	0.997157071783937
17784	+	5616	11	1	0.997867803837953	0.999822316986496
17807	+	5625	2	1	0.999466950959488	0.999822316986496
17858	+	5016	612	0	0.891257995735608	1
17867	+	5604	24	0	0.995735607675906	1
17889	+	5625	3	0	0.999466950959488	1
17919	+	5626	2	0	0.999644633972992	1
17920	+	5626	2	0	0.999644633972992	1
17987	+	5627	1	0	0.999822316986496	1
18023	+	5622	6	0	0.998933901918977	1
18024	+	5622	6	0	0.998933901918977	1
18043	+	5031	596	1	0.893923240938166	0.999822316986496
18112	+	5621	6	1	0.998756218905473	0.999822316986496
18118	+	5623	3	2	0.99911158493248	0.999644633972992
18119	+	5623	3	2	0.99911158493248	0.999644633972992
18199	+	5624	3	1	0.999289267945984	0.999822316986496
18200	+	5623	4	1	0.99911158493248	0.999822316986496
18433	+	5624	2	2	0.999289267945984	0.999644633972992
18457	+	5620	5	3	0.998578535891969	0.999466950959488
18481	+	5616	9	3	0.997867803837953	0.999466950959488
18510	+	5625	2	1	0.999466950959488	0.999822316986496
18521	+	5626	1	1	0.999644633972992	0.999822316986496
18541	+	5623	5	0	0.99911158493248	1
18542	+	5623	5	0	0.99911158493248	1
18543	+	5623	5	0	0.99911158493248	1
18616	+	5624	4	0	0.999289267945984	1
18617	+	5624	3	1	0.999289267945984	0.999822316986496
18779	+	5613	14	1	0.997334754797441	0.999822316986496
18948	+	5626	1	1	0.999644633972992	0.999822316986496
18970	+	5616	9	3	0.997867803837953	0.999466950959488
18991	+	5556	67	5	0.987206823027719	0.99911158493248
19024	+	5624	4	0	0.999289267945984	1
19093	+	5620	6	2	0.998578535891969	0.999644633972992
19102	+	5618	8	2	0.998223169864961	0.999644633972992
19103	+	5621	5	2	0.998756218905473	0.999644633972992
19144	+	5623	3	2	0.99911158493248	0.999644633972992
19281	+	5355	14	259	0.951492537313433	0.953980099502488
19285	+	5345	13	270	0.949715707178394	0.952025586353945
19315	+	5365	15	248	0.953269367448472	0.955934612651031
19316	+	5365	17	246	0.953269367448472	0.956289978678038
19335	+	5327	24	277	0.946517412935323	0.950781805259417
19336	+	5326	24	278	0.946339729921819	0.950604122245913
19386	+	5294	18	316	0.940653873489694	0.943852167732765
19387	+	5293	22	313	0.94047619047619	0.944385216773276
19422	+	5297	21	310	0.941186922530206	0.944918265813788
19552	+	5221	28	379	0.927683013503909	0.932658137882018
19607	+	5423	10	195	0.963574982231699	0.965351812366738
19608	+	5423	10	195	0.963574982231699	0.965351812366738
19629	+	5435	17	176	0.965707178393746	0.968727789623312
19698	+	5461	9	158	0.970326936744847	0.971926083866382
19699	+	5458	12	158	0.969793887704335	0.971926083866382
19730	+	5463	10	155	0.970682302771855	0.972459132906894
19731	+	5464	10	154	0.970859985785359	0.972636815920398
19735	+	5464	13	151	0.970859985785359	0.97316986496091
19736	+	5466	11	151	0.971215351812367	0.97316986496091
19789	+	5489	3	136	0.975302061122957	0.975835110163468
19807	+	5490	9	129	0.975479744136461	0.977078891257996
19808	+	5490	8	130	0.975479744136461	0.976901208244492
19864	+	5576	3	49	0.990760483297797	0.991293532338308
19865	+	5572	7	49	0.990049751243781	0.991293532338308
19927	+	5535	7	86	0.983475479744137	0.984719260838664
19937	+	5536	6	86	0.98365316275764	0.984719260838664
20004	+	5498	15	115	0.976901208244492	0.979566453447051
20044	+	5494	28	106	0.976190476190476	0.981165600568586
20071	+	5538	5	85	0.984008528784648	0.984896943852168
20115	+	5506	22	100	0.978322672352523	0.982231698649609
20116	+	5507	22	99	0.978500355366027	0.982409381663113
20117	+	5507	22	99	0.978500355366027	0.982409381663113
20140	+	5494	15	119	0.976190476190476	0.978855721393035
20171	+	5477	8	143	0.97316986496091	0.974591329068941
20193	+	5528	5	95	0.982231698649609	0.983120113717129
20209	+	5558	2	68	0.987562189054726	0.987917555081734
20222	+	5557	9	62	0.987384506041222	0.988983653162758
20228	+	5560	9	59	0.987917555081734	0.989516702203269
20275	+	5546	31	51	0.985429992892679	0.990938166311301
20365	+	5588	4	36	0.992892679459844	0.993603411513859
20425	+	5585	7	36	0.992359630419332	0.993603411513859
20426	+	5585	6	37	0.992359630419332	0.993425728500355
20427	+	5585	6	37	0.992359630419332	0.993425728500355
20450	+	5585	2	41	0.992359630419332	0.99271499644634
20510	+	5617	1	10	0.998045486851457	0.998223169864961
20517	+	5616	2	10	0.997867803837953	0.998223169864961
20518	+	5616	2	10	0.997867803837953	0.998223169864961
20554	+	5616	7	5	0.997867803837953	0.99911158493248
20576	+	5566	57	5	0.988983653162758	0.99911158493248
20599	+	5623	1	4	0.99911158493248	0.999289267945984
20615	+	5618	5	5	0.998223169864961	0.99911158493248
20628	+	5614	9	5	0.997512437810945	0.99911158493248
20629	+	5616	8	4	0.997867803837953	0.999289267945984
20683	+	5620	5	3	0.998578535891969	0.999466950959488
20684	+	5616	9	3	0.997867803837953	0.999466950959488
20690	+	5615	10	3	0.997690120824449	0.999466950959488
20705	+	5619	4	5	0.998400852878465	0.99911158493248
20706	+	5619	4	5	0.998400852878465	0.99911158493248
20720	+	5621	3	4	0.998756218905473	0.999289267945984
20721	+	5612	12	4	0.997157071783937	0.999289267945984
20749	+	5601	24	3	0.995202558635394	0.999466950959488
20772	+	5622	3	3	0.998933901918977	0.999466950959488
20773	+	5622	3	3	0.998933901918977	0.999466950959488
20799	+	5625	3	0	0.999466950959488	1
20863	+	5625	1	2	0.999466950959488	0.999644633972992
21004	+	5627	1	0	0.999822316986496	1
21046	+	5625	2	1	0.999466950959488	0.999822316986496
21047	+	5625	2	1	0.999466950959488	0.999822316986496
21048	+	5625	2	1	0.999466950959488	0.999822316986496
21057	+	5622	6	0	0.998933901918977	1
21058	+	5624	4	0	0.999289267945984	1
21062	+	5623	4	1	0.99911158493248	0.999822316986496
21063	+	5623	4	1	0.99911158493248	0.999822316986496
21073	+	5624	3	1	0.999289267945984	0.999822316986496
21113	+	5623	4	1	0.99911158493248	0.999822316986496
21114	+	5623	4	1	0.99911158493248	0.999822316986496
21144	+	5608	10	10	0.996446339729922	0.998223169864961
21277	+	5611	4	13	0.996979388770434	0.997690120824449
21290	+	5606	7	15	0.996090973702914	0.997334754797441
21315	+	5614	3	11	0.997512437810945	0.998045486851457
21339	+	5615	7	6	0.997690120824449	0.998933901918977
21382	+	5617	4	7	0.998045486851457	0.998756218905473
21394	+	5608	6	14	0.996446339729922	0.997512437810945
21423	+	5598	6	24	0.994669509594883	0.995735607675906
21424	+	5597	5	26	0.994491826581379	0.995380241648898
21434	+	5552	8	68	0.986496090973703	0.987917555081734
21466	+	5554	5	69	0.986851457000711	0.98773987206823
21488	+	5553	6	69	0.986673773987207	0.98773987206823
21489	+	5552	7	69	0.986496090973703	0.98773987206823
21533	+	5552	8	68	0.986496090973703	0.987917555081734
21662	+	5598	5	25	0.994669509594883	0.995557924662402
21926	+	5623	1	4	0.99911158493248	0.999289267945984
21980	+	5606	13	9	0.996090973702914	0.998400852878465
21981	+	5607	13	8	0.996268656716418	0.998578535891969
21982	+	5608	12	8	0.996446339729922	0.998578535891969
21989	+	5607	14	7	0.996268656716418	0.998756218905473
21990	+	5605	16	7	0.99591329068941	0.998756218905473
22002	+	5614	11	3	0.997512437810945	0.999466950959488
22084	+	5612	8	8	0.997157071783937	0.998578535891969
22085	+	5607	13	8	0.996268656716418	0.998578535891969
22100	+	5606	7	15	0.996090973702914	0.997334754797441
22101	+	5603	10	15	0.995557924662402	0.997334754797441
22102	+	5603	10	15	0.995557924662402	0.997334754797441
22145	+	5612	3	13	0.997157071783937	0.997690120824449
22146	+	5611	5	12	0.996979388770434	0.997867803837953
22257	+	5617	3	8	0.998045486851457	0.998578535891969
22372	+	5357	22	249	0.951847903340441	0.955756929637527
22373	+	5355	23	250	0.951492537313433	0.955579246624023
22383	+	5331	27	270	0.947228144989339	0.952025586353945
22384	+	5325	32	271	0.946162046908316	0.951847903340441
22434	+	5318	29	281	0.944918265813788	0.950071073205402
22438	+	5313	33	282	0.944029850746269	0.949893390191898
22451	+	5326	26	276	0.946339729921819	0.950959488272921
22467	+	5321	29	278	0.9454513148543	0.950604122245913
22468	+	5320	32	276	0.945273631840796	0.950959488272921
22469	+	5304	45	279	0.942430703624733	0.950426439232409
22482	+	5300	39	289	0.941719971570718	0.94864960909737
22540	+	5587	1	40	0.99271499644634	0.992892679459844
22697	+	5610	3	15	0.99680170575693	0.997334754797441
22702	+	5611	2	15	0.996979388770434	0.997334754797441
22767	+	5606	2	20	0.996090973702914	0.996446339729922
22782	+	5603	4	21	0.995557924662402	0.996268656716418
22789	+	5601	7	20	0.995202558635394	0.996446339729922
22811	+	5622	0	6	0.998933901918977	0.998933901918977
22925	+	5588	6	34	0.992892679459844	0.993958777540867
22953	+	5591	3	34	0.993425728500355	0.993958777540867
23123	+	5599	6	23	0.994847192608387	0.99591329068941
23124	+	5599	8	21	0.994847192608387	0.996268656716418
23125	+	5575	32	21	0.990582800284293	0.996268656716418
23144	+	5588	38	2	0.992892679459844	0.999644633972992
23145	+	5626	0	2	0.999644633972992	0.999644633972992
23146	+	5626	0	2	0.999644633972992	0.999644633972992
23150	+	5626	1	1	0.999644633972992	0.999822316986496
23210	+	5625	1	2	0.999466950959488	0.999644633972992
23211	+	5624	2	2	0.999289267945984	0.999644633972992
23212	+	5623	3	2	0.99911158493248	0.999644633972992
23347	+	5623	4	1	0.99911158493248	0.999822316986496
23472	+	5625	3	0	0.999466950959488	1
23646	+	5628	0	0	1	1
23647	+	5627	1	0	0.999822316986496	1
23689	+	5609	19	0	0.996624022743426	1
23715	+	5561	65	2	0.988095238095238	0.999644633972992
23830	+	5624	2	2	0.999289267945984	0.999644633972992
23867	+	5621	5	2	0.998756218905473	0.999644633972992
23868	+	5620	6	2	0.998578535891969	0.999644633972992
23869	+	5621	5	2	0.998756218905473	0.999644633972992
23897	+	5621	3	4	0.998756218905473	0.999289267945984
23901	+	5622	1	5	0.998933901918977	0.99911158493248
23909	+	5621	2	5	0.998756218905473	0.99911158493248
23910	+	5594	29	5	0.993958777540867	0.99911158493248
23924	+	5587	34	7	0.99271499644634	0.998756218905473
23952	+	5616	4	8	0.997867803837953	0.998578535891969
23971	+	5614	6	8	0.997512437810945	0.998578535891969
23972	+	5615	5	8	0.997690120824449	0.998578535891969
24014	+	5618	6	4	0.998223169864961	0.999289267945984
24044	+	5595	32	1	0.994136460554371	0.999822316986496
24099	+	5612	10	6	0.997157071783937	0.998933901918977
24100	+	5618	4	6	0.998223169864961	0.998933901918977
24144	+	5623	2	3	0.99911158493248	0.999466950959488
24225	+	5618	7	3	0.998223169864961	0.999466950959488
24243	+	5623	2	3	0.99911158493248	0.999466950959488
24300	+	5625	1	2	0.999466950959488	0.999644633972992
24301	+	5625	1	2	0.999466950959488	0.999644633972992
24302	+	5625	2	1	0.999466950959488	0.999822316986496
24338	+	5624	3	1	0.999289267945984	0.999822316986496
24339	+	5623	4	1	0.99911158493248	0.999822316986496
24379	+	5599	6	23	0.994847192608387	0.99591329068941
24380	+	5599	6	23	0.994847192608387	0.99591329068941
24402	+	5621	4	3	0.998756218905473	0.999466950959488
24403	+	5620	5	3	0.998578535891969	0.999466950959488
24418	+	5621	4	3	0.998756218905473	0.999466950959488
24431	+	5621	2	5	0.998756218905473	0.99911158493248
24472	+	5621	1	6	0.998756218905473	0.998933901918977
24497	+	5626	1	1	0.999644633972992	0.999822316986496
24516	+	5625	3	0	0.999466950959488	1
24546	+	5626	0	2	0.999644633972992	0.999644633972992
24591	+	5624	0	4	0.999289267945984	0.999289267945984
24623	+	5624	1	3	0.999289267945984	0.999466950959488
24624	+	5624	1	3	0.999289267945984	0.999466950959488
24652	+	5624	1	3	0.999289267945984	0.999466950959488
24653	+	5624	1	3	0.999289267945984	0.999466950959488
24654	+	5610	16	2	0.99680170575693	0.999644633972992
24673	+	5608	18	2	0.996446339729922	0.999644633972992
24756	+	5624	3	1	0.999289267945984	0.999822316986496
24757	+	5624	2	2	0.999289267945984	0.999644633972992
24796	+	5620	7	1	0.998578535891969	0.999822316986496
24797	+	5621	7	0	0.998756218905473	1
24832	+	5624	2	2	0.999289267945984	0.999644633972992
24858	+	5562	66	0	0.988272921108742	1
24879	+	5622	6	0	0.998933901918977	1
25001	+	5618	8	2	0.998223169864961	0.999644633972992
25072	+	5626	1	1	0.999644633972992	0.999822316986496
25080	+	5624	2	2	0.999289267945984	0.999644633972992
25081	+	5624	2	2	0.999289267945984	0.999644633972992
25082	+	5621	6	1	0.998756218905473	0.999822316986496
25086	+	5621	5	2	0.998756218905473	0.999644633972992
25120	+	5624	2	2	0.999289267945984	0.999644633972992
25153	+	5623	4	1	0.99911158493248	0.999822316986496
25171	+	5623	4	1	0.99911158493248	0.999822316986496
25172	+	5622	5	1	0.998933901918977	0.999822316986496
25304	+	5619	8	1	0.998400852878465	0.999822316986496
25337	+	5574	54	0	0.990405117270789	1
25346	+	5581	46	1	0.991648898365316	0.999822316986496
25362	+	5622	2	4	0.998933901918977	0.999289267945984
25427	+	5541	86	1	0.98454157782516	0.999822316986496
25552	+	4424	1200	4	0.786069651741294	0.999289267945984
25553	+	4426	1198	4	0.786425017768301	0.999289267945984
25567	+	5608	17	3	0.996446339729922	0.999466950959488
25568	+	5605	19	4	0.99591329068941	0.999289267945984
25569	+	5597	27	4	0.994491826581379	0.999289267945984
25725	+	5612	9	7	0.997157071783937	0.998756218905473
25765	+	5606	9	13	0.996090973702914	0.997690120824449
25777	+	5603	14	11	0.995557924662402	0.998045486851457
25778	+	5602	16	10	0.995380241648898	0.998223169864961
25779	+	5598	20	10	0.994669509594883	0.998223169864961
25943	+	5587	38	3	0.99271499644634	0.999466950959488
25944	+	5587	38	3	0.99271499644634	0.999466950959488
25945	+	5586	39	3	0.992537313432836	0.999466950959488
25962	+	5542	86	0	0.984719260838664	1
25963	+	5542	86	0	0.984719260838664	1
26074	+	5610	17	1	0.99680170575693	0.999822316986496
26075	+	5609	18	1	0.996624022743426	0.999822316986496
26105	+	5619	8	1	0.998400852878465	0.999822316986496
26379	+	5617	4	7	0.998045486851457	0.998756218905473
26380	+	5617	5	6	0.998045486851457	0.998933901918977
26410	+	5618	4	6	0.998223169864961	0.998933901918977
26411	+	5618	4	6	0.998223169864961	0.998933901918977
26412	+	5618	4	6	0.998223169864961	0.998933901918977
26450	+	5603	19	6	0.995557924662402	0.998933901918977
26459	+	5608	15	5	0.996446339729922	0.99911158493248
26541	+	5625	1	2	0.999466950959488	0.999644633972992
26542	+	5624	2	2	0.999289267945984	0.999644633972992
26543	+	5622	4	2	0.998933901918977	0.999644633972992
26720	+	5538	89	1	0.984008528784648	0.999822316986496
26845	+	5621	6	1	0.998756218905473	0.999822316986496
26905	+	5622	5	1	0.998933901918977	0.999822316986496
26997	+	5619	8	1	0.998400852878465	0.999822316986496
27001	+	5617	10	1	0.998045486851457	0.999822316986496
27039	+	5408	219	1	0.96090973702914	0.999822316986496
27114	+	5621	5	2	0.998756218905473	0.999644633972992
27119	+	5620	3	5	0.998578535891969	0.99911158493248
27247	+	5611	13	4	0.996979388770434	0.999289267945984
27279	+	5608	15	5	0.996446339729922	0.99911158493248
27292	+	5613	9	6	0.997334754797441	0.998933901918977
27293	+	5613	9	6	0.997334754797441	0.998933901918977
27294	+	5614	7	7	0.997512437810945	0.998756218905473
27322	+	5607	15	6	0.996268656716418	0.998933901918977
27365	+	5589	34	5	0.993070362473348	0.99911158493248
27376	+	5588	37	3	0.992892679459844	0.999466950959488
27377	+	5589	36	3	0.993070362473348	0.999466950959488
27465	+	5619	8	1	0.998400852878465	0.999822316986496
27466	+	5619	7	2	0.998400852878465	0.999644633972992
27529	+	5591	11	26	0.993425728500355	0.995380241648898
27585	+	5584	12	32	0.992181947405828	0.994314143567875
27586	+	5584	12	32	0.992181947405828	0.994314143567875
27625	+	5553	36	39	0.986673773987207	0.993070362473348
27721	+	5592	4	32	0.993603411513859	0.994314143567875
27722	+	5590	5	33	0.993248045486851	0.994136460554371
27726	+	5594	2	32	0.993958777540867	0.994314143567875
27850	+	5623	4	1	0.99911158493248	0.999822316986496
27865	+	5614	11	3	0.997512437810945	0.999466950959488
27876	+	5620	6	2	0.998578535891969	0.999644633972992
28002	+	5625	1	2	0.999466950959488	0.999644633972992
28028	+	5622	5	1	0.998933901918977	0.999822316986496
28029	+	5622	5	1	0.998933901918977	0.999822316986496
28074	+	5550	76	2	0.986140724946695	0.999644633972992
28152	+	5623	4	1	0.99911158493248	0.999822316986496
28237	+	5613	12	3	0.997334754797441	0.999466950959488
28245	+	5614	11	3	0.997512437810945	0.999466950959488
28250	+	5614	11	3	0.997512437810945	0.999466950959488
28251	+	5614	11	3	0.997512437810945	0.999466950959488
28272	+	5620	8	0	0.998578535891969	1
28273	+	5620	8	0	0.998578535891969	1
28282	+	5618	9	1	0.998223169864961	0.999822316986496
28363	+	5601	25	2	0.995202558635394	0.999644633972992
28364	+	5601	25	2	0.995202558635394	0.999644633972992
28445	+	5624	4	0	0.999289267945984	1
28500	+	5623	5	0	0.99911158493248	1
28550	+	5627	1	0	0.999822316986496	1
28551	+	5627	1	0	0.999822316986496	1
28556	+	5627	1	0	0.999822316986496	1
28631	+	5613	15	0	0.997334754797441	1
28678	+	5523	105	0	0.98134328358209	1
28679	+	5524	104	0	0.981520966595594	1
28756	+	5625	3	0	0.999466950959488	1
28757	+	5625	3	0	0.999466950959488	1
28837	+	5502	126	0	0.977611940298508	1
28949	+	5621	5	2	0.998756218905473	0.999644633972992
28950	+	5620	6	2	0.998578535891969	0.999644633972992
28961	+	5621	6	1	0.998756218905473	0.999822316986496
28983	+	5618	7	3	0.998223169864961	0.999466950959488
28997	+	5621	5	2	0.998756218905473	0.999644633972992
29031	+	5622	4	2	0.998933901918977	0.999644633972992
29032	+	5623	3	2	0.99911158493248	0.999644633972992
29033	+	5625	1	2	0.999466950959488	0.999644633972992
29048	+	5626	1	1	0.999644633972992	0.999822316986496
29094	+	5598	30	0	0.994669509594883	1
29104	+	5625	3	0	0.999466950959488	1
29147	+	5619	9	0	0.998400852878465	1
29160	+	5618	10	0	0.998223169864961	1
29264	+	5623	5	0	0.99911158493248	1
29276	+	5621	7	0	0.998756218905473	1
29284	+	5606	22	0	0.996090973702914	1
29291	+	5607	21	0	0.996268656716418	1
29333	+	5623	4	1	0.99911158493248	0.999822316986496
29334	+	5609	18	1	0.996624022743426	0.999822316986496
29357	+	5587	14	27	0.99271499644634	0.995202558635394
29358	+	5587	14	27	0.99271499644634	0.995202558635394
29359	+	5576	25	27	0.990760483297797	0.995202558635394
29366	+	5576	25	27	0.990760483297797	0.995202558635394
29367	+	5577	24	27	0.990938166311301	0.995202558635394
29368	+	5577	23	28	0.990938166311301	0.995024875621891
29385	+	5593	12	23	0.993781094527363	0.99591329068941
29414	+	5583	24	21	0.992004264392324	0.996268656716418
29421	+	5583	23	22	0.992004264392324	0.996090973702914
29465	+	5577	17	34	0.990938166311301	0.993958777540867
29511	+	5585	13	30	0.992359630419332	0.994669509594883
29548	+	5485	107	36	0.974591329068941	0.993603411513859
29691	+	5385	82	161	0.95682302771855	0.971393034825871
29791	+	5012	33	583	0.890547263681592	0.896410803127221
29792	+	5010	20	598	0.890191897654584	0.893745557924662
29850	+	1288	76	4264	0.228855721393035	0.242359630419332
29851	+	1249	84	4295	0.221926083866382	0.236851457000711
29852	+	984	316	4328	0.174840085287846	0.230987917555082
29853	+	898	136	4594	0.15955934612651	0.183724235963042
29854	+	883	65	4680	0.156894100923952	0.168443496801706
29855	+	862	72	4694	0.15316275764037	0.165955934612651
29856	+	838	74	4716	0.148898365316276	0.162046908315565
29857	+	792	95	4741	0.140724946695096	0.157604832977967
29858	+	769	74	4785	0.136638237384506	0.149786780383795
29859	+	754	67	4807	0.133972992181947	0.145877754086709
29860	+	739	67	4822	0.131307746979389	0.143212508884151
29861	+	665	128	4835	0.1181592039801	0.1409026297086
29862	+	661	61	4906	0.117448471926084	0.128287135749822
29863	+	650	66	4912	0.115493958777541	0.127221037668799
29864	+	440	262	4926	0.07818052594172	0.124733475479744
29865	+	432	62	5134	0.0767590618336887	0.0877754086709311
29866	+	438	56	5134	0.0778251599147122	0.0877754086709311
29867	+	434	67	5127	0.0771144278606965	0.0890191897654584
29868	+	437	130	5061	0.0776474769012082	0.100746268656716
29869	+	525	283	4820	0.0932835820895522	0.143567874911158
29870	+	748	332	4548	0.132906894100924	0.191897654584222
29871	+	1045	50	4533	0.185678749111585	0.19456289978678
29872	+	1035	46	4547	0.183901918976546	0.192075337597726
29873	+	1023	35	4570	0.181769722814499	0.187988628287136
29874	+	1006	32	4590	0.178749111584932	0.184434968017058
29875	+	990	28	4610	0.17590618336887	0.180881307746979
29876	+	982	18	4628	0.174484719260839	0.177683013503909
29877	+	973	18	4637	0.172885572139303	0.176083866382374
29878	+	958	23	4647	0.170220326936745	0.174307036247335
29879	+	953	11	4664	0.169331911869225	0.171286425017768
29880	+	935	31	4662	0.166133617626155	0.171641791044776
13	-	1612	126	3890	0.286425017768301	0.308813077469794
45	-	3953	21	1654	0.702380952380952	0.706112295664534
80	-	5327	6	295	0.946517412935323	0.947583511016347
204	-	5486	19	123	0.974769012082445	0.978144989339019
242	-	5494	6	128	0.976190476190476	0.9772565742715
290	-	5579	0	49	0.991293532338308	0.991293532338308
320	-	5588	12	28	0.992892679459844	0.995024875621891
328	-	5591	9	28	0.993425728500355	0.995024875621891
329	-	5590	10	28	0.993248045486851	0.995024875621891
360	-	5584	22	22	0.992181947405828	0.996090973702914
448	-	5615	3	10	0.997690120824449	0.998223169864961
449	-	5615	3	10	0.997690120824449	0.998223169864961
696	-	5620	6	2	0.998578535891969	0.999644633972992
737	-	5623	4	1	0.99911158493248	0.999822316986496
738	-	5623	4	1	0.99911158493248	0.999822316986496
911	-	5618	10	0	0.998223169864961	1
930	-	5618	8	2	0.998223169864961	0.999644633972992
1031	-	5592	6	30	0.993603411513859	0.994669509594883
1032	-	5592	6	30	0.993603411513859	0.994669509594883
1056	-	4650	939	39	0.826226012793177	0.993070362473348
1085	-	5576	11	41	0.990760483297797	0.99271499644634
1086	-	5576	9	43	0.990760483297797	0.992359630419332
1092	-	5576	7	45	0.990760483297797	0.992004264392324
1155	-	5582	3	43	0.99182658137882	0.992359630419332
1219	-	5577	7	44	0.990938166311301	0.992181947405828
1274	-	5620	5	3	0.998578535891969	0.999466950959488
1275	-	5620	5	3	0.998578535891969	0.999466950959488
1296	-	5615	11	2	0.997690120824449	0.999644633972992
1297	-	5615	11	2	0.997690120824449	0.999644633972992
1313	-	5604	22	2	0.995735607675906	0.999644633972992
1372	-	5621	5	2	0.998756218905473	0.999644633972992
1485	-	5621	6	1	0.998756218905473	0.999822316986496
1668	-	5622	5	1	0.998933901918977	0.999822316986496
1696	-	5619	6	3	0.998400852878465	0.999466950959488
1697	-	5619	6	3	0.998400852878465	0.999466950959488
1706	-	5617	10	1	0.998045486851457	0.999822316986496
1707	-	5616	11	1	0.997867803837953	0.999822316986496
1708	-	5618	9	1	0.998223169864961	0.999822316986496
1727	-	5619	7	2	0.998400852878465	0.999644633972992
1728	-	5619	7	2	0.998400852878465	0.999644633972992
1748	-	5625	3	0	0.999466950959488	1
1793	-	5624	2	2	0.999289267945984	0.999644633972992
1794	-	5624	2	2	0.999289267945984	0.999644633972992
1867	-	5620	7	1	0.998578535891969	0.999822316986496
1875	-	5618	9	1	0.998223169864961	0.999822316986496
1909	-	5596	29	3	0.994314143567875	0.999466950959488
1910	-	5592	33	3	0.993603411513859	0.999466950959488
1951	-	5622	3	3	0.998933901918977	0.999466950959488
1952	-	5622	3	3	0.998933901918977	0.999466950959488
1987	-	5621	6	1	0.998756218905473	0.999822316986496
2036	-	5622	2	4	0.998933901918977	0.999289267945984
2118	-	5622	3	3	0.998933901918977	0.999466950959488
2128	-	5617	7	4	0.998045486851457	0.999289267945984
2172	-	5620	2	6	0.998578535891969	0.998933901918977
2190	-	5616	3	9	0.997867803837953	0.998400852878465
2220	-	5605	6	17	0.99591329068941	0.996979388770434
2304	-	5535	8	85	0.983475479744137	0.984896943852168
2322	-	5536	8	84	0.98365316275764	0.985074626865672
2323	-	5536	8	84	0.98365316275764	0.985074626865672
2324	-	5539	5	84	0.984186211798152	0.985074626865672
2330	-	5540	3	85	0.984363894811656	0.984896943852168
2381	-	5524	4	100	0.981520966595594	0.982231698649609
2394	-	5525	4	99	0.981698649609097	0.982409381663113
2555	-	5225	310	93	0.928393745557925	0.983475479744137
2617	-	5546	7	75	0.985429992892679	0.986673773987207
2741	-	5565	2	61	0.988805970149254	0.989161336176262
2742	-	5565	2	61	0.988805970149254	0.989161336176262
2795	-	5561	4	63	0.988095238095238	0.988805970149254
2796	-	5561	4	63	0.988095238095238	0.988805970149254
2915	-	5623	5	0	0.99911158493248	1
2957	-	5620	7	1	0.998578535891969	0.999822316986496
2991	-	5622	5	1	0.998933901918977	0.999822316986496
3009	-	5616	11	1	0.997867803837953	0.999822316986496
3038	-	5619	8	1	0.998400852878465	0.999822316986496
3090	-	5614	12	2	0.997512437810945	0.999644633972992
3146	-	5623	3	2	0.99911158493248	0.999644633972992
3153	-	5615	10	3	0.997690120824449	0.999466950959488
3350	-	5625	2	1	0.999466950959488	0.999822316986496
3351	-	5626	1	1	0.999644633972992	0.999822316986496
3362	-	5596	31	1	0.994314143567875	0.999822316986496
3457	-	5619	8	1	0.998400852878465	0.999822316986496
3580	-	5616	7	5	0.997867803837953	0.99911158493248
3581	-	5616	8	4	0.997867803837953	0.999289267945984
3680	-	5616	4	8	0.997867803837953	0.998578535891969
3681	-	5616	3	9	0.997867803837953	0.998400852878465
3727	-	5604	13	11	0.995735607675906	0.998045486851457
3728	-	5604	13	11	0.995735607675906	0.998045486851457
3729	-	5606	11	11	0.996090973702914	0.998045486851457
3752	-	5613	6	9	0.997334754797441	0.998400852878465
3760	-	5608	8	12	0.996446339729922	0.997867803837953
3801	-	5624	0	4	0.999289267945984	0.999289267945984
3829	-	5618	7	3	0.998223169864961	0.999466950959488
3837	-	5621	3	4	0.998756218905473	0.999289267945984
3838	-	5621	3	4	0.998756218905473	0.999289267945984
3839	-	5622	2	4	0.998933901918977	0.999289267945984
3909	-	5620	2	6	0.998578535891969	0.998933901918977
4033	-	5604	19	5	0.995735607675906	0.99911158493248
4100	-	5617	9	2	0.998045486851457	0.999644633972992
4153	-	5622	5	1	0.998933901918977	0.999822316986496
4154	-	5622	5	1	0.998933901918977	0.999822316986496
4217	-	5618	7	3	0.998223169864961	0.999466950959488
