start	strand	num_CoV_aligned	specificity
10532	-	1	0.833333333333333
10533	-	2	0.666666666666667
10534	-	2	0.666666666666667
10599	-	0	1
10600	-	0	1
10610	-	1	0.833333333333333
10611	-	4	0.333333333333333
10669	-	0	1
10670	-	0	1
10713	-	1	0.833333333333333
10725	-	2	0.666666666666667
10746	-	0	1
10816	-	0	1
10840	-	3	0.5
10841	-	3	0.5
10913	-	6	0
10929	-	1	0.833333333333333
10937	-	2	0.666666666666667
10938	-	5	0.166666666666667
10970	-	6	0
11029	-	0	1
11030	-	0	1
11041	-	0	1
11042	-	0	1
11047	-	1	0.833333333333333
11048	-	0	1
11072	-	5	0.166666666666667
11079	-	3	0.5
11080	-	2	0.666666666666667
11081	-	3	0.5
11082	-	5	0.166666666666667
11083	-	3	0.5
11084	-	3	0.5
11100	-	0	1
11101	-	0	1
11102	-	0	1
11108	-	1	0.833333333333333
11109	-	0	1
11138	-	3	0.5
11139	-	3	0.5
11151	-	6	0
11172	-	0	1
11180	-	0	1
11184	-	0	1
11185	-	0	1
11186	-	0	1
11216	-	0	1
11217	-	0	1
11288	-	6	0
11297	-	6	0
11298	-	6	0
11422	-	5	0.166666666666667
11431	-	3	0.5
11447	-	0	1
11461	-	0	1
11526	-	0	1
11527	-	0	1
11528	-	0	1
11545	-	1	0.833333333333333
11546	-	0	1
11547	-	0	1
11572	-	2	0.666666666666667
11573	-	3	0.5
11614	-	0	1
11621	-	0	1
11633	-	0	1
11634	-	0	1
11635	-	0	1
11649	-	0	1
11658	-	0	1
11659	-	0	1
11663	-	0	1
11679	-	0	1
11698	-	1	0.833333333333333
11713	-	5	0.166666666666667
11727	-	3	0.5
11893	-	5	0.166666666666667
11894	-	4	0.333333333333333
11991	-	6	0
12004	-	0	1
12013	-	0	1
12019	-	0	1
12020	-	0	1
12025	-	0	1
12058	-	6	0
12111	-	0	1
12137	-	1	0.833333333333333
12138	-	1	0.833333333333333
12218	-	5	0.166666666666667
12240	-	0	1
12367	-	1	0.833333333333333
12368	-	3	0.5
12534	-	0	1
12632	-	1	0.833333333333333
12659	-	0	1
12807	-	0	1
12830	-	0	1
12839	-	2	0.666666666666667
12912	-	3	0.5
12950	-	6	0
12957	-	6	0
13004	-	0	1
13073	-	0	1
13082	-	1	0.833333333333333
13083	-	1	0.833333333333333
13230	-	0	1
13293	-	6	0
13294	-	6	0
13355	-	6	0
13356	-	6	0
13464	-	1	0.833333333333333
13465	-	1	0.833333333333333
13466	-	1	0.833333333333333
13476	-	0	1
13546	-	6	0
13547	-	6	0
13576	-	6	0
13577	-	6	0
13636	-	0	1
13652	-	4	0.333333333333333
13672	-	4	0.333333333333333
13701	-	2	0.666666666666667
13708	-	0	1
13748	-	2	0.666666666666667
13754	-	2	0.666666666666667
13834	-	5	0.166666666666667
13843	-	3	0.5
13844	-	6	0
13912	-	6	0
13936	-	6	0
13937	-	6	0
13999	-	6	0
14098	-	1	0.833333333333333
14107	-	1	0.833333333333333
14194	-	1	0.833333333333333
14251	-	5	0.166666666666667
14291	-	2	0.666666666666667
14302	-	6	0
14303	-	5	0.166666666666667
14347	-	1	0.833333333333333
14381	-	0	1
14388	-	0	1
14389	-	0	1
14419	-	6	0
14420	-	6	0
14444	-	0	1
14462	-	0	1
14469	-	1	0.833333333333333
14545	-	2	0.666666666666667
14546	-	1	0.833333333333333
14630	-	1	0.833333333333333
14631	-	3	0.5
14662	-	2	0.666666666666667
14663	-	0	1
14686	-	6	0
14687	-	6	0
14708	-	0	1
14725	-	2	0.666666666666667
14729	-	5	0.166666666666667
14768	-	0	1
14855	-	4	0.333333333333333
14882	-	0	1
14953	-	6	0
14954	-	6	0
14960	-	5	0.166666666666667
14985	-	4	0.333333333333333
15024	-	5	0.166666666666667
15025	-	6	0
15155	-	6	0
15258	-	1	0.833333333333333
15397	-	5	0.166666666666667
15522	-	2	0.666666666666667
15523	-	1	0.833333333333333
15524	-	0	1
15531	-	0	1
15564	-	6	0
15565	-	6	0
15610	-	3	0.5
15624	-	6	0
15665	-	1	0.833333333333333
15677	-	2	0.666666666666667
15678	-	0	1
15688	-	3	0.5
15700	-	1	0.833333333333333
15739	-	2	0.666666666666667
15788	-	1	0.833333333333333
15801	-	6	0
15819	-	5	0.166666666666667
15820	-	5	0.166666666666667
15821	-	0	1
15878	-	2	0.666666666666667
15879	-	2	0.666666666666667
15970	-	6	0
15971	-	6	0
16027	-	2	0.666666666666667
16085	-	6	0
16090	-	6	0
16202	-	0	1
16203	-	0	1
16260	-	6	0
16386	-	0	1
16428	-	0	1
16480	-	1	0.833333333333333
16481	-	2	0.666666666666667
16506	-	6	0
16507	-	6	0
16508	-	6	0
16513	-	6	0
16556	-	3	0.5
16602	-	1	0.833333333333333
16603	-	0	1
16635	-	1	0.833333333333333
16636	-	1	0.833333333333333
16637	-	2	0.666666666666667
16673	-	0	1
16734	-	0	1
16784	-	1	0.833333333333333
16838	-	6	0
16869	-	1	0.833333333333333
16912	-	1	0.833333333333333
16913	-	1	0.833333333333333
17024	-	6	0
17025	-	6	0
17110	-	0	1
17111	-	0	1
17212	-	6	0
17266	-	6	0
17267	-	6	0
17309	-	0	1
17310	-	0	1
17357	-	4	0.333333333333333
17367	-	6	0
17389	-	0	1
17503	-	1	0.833333333333333
17602	-	6	0
17607	-	6	0
17654	-	4	0.333333333333333
17663	-	0	1
17664	-	0	1
17691	-	0	1
17771	-	2	0.666666666666667
17775	-	4	0.333333333333333
17814	-	0	1
17815	-	0	1
17921	-	0	1
17958	-	2	0.666666666666667
17982	-	4	0.333333333333333
17999	-	0	1
18037	-	4	0.333333333333333
18065	-	6	0
18154	-	0	1
18220	-	6	0
18221	-	6	0
18260	-	0	1
18355	-	0	1
18361	-	0	1
18373	-	0	1
18374	-	1	0.833333333333333
18375	-	1	0.833333333333333
18439	-	0	1
18440	-	1	0.833333333333333
18441	-	0	1
18479	-	1	0.833333333333333
18590	-	0	1
18611	-	5	0.166666666666667
18634	-	3	0.5
18635	-	1	0.833333333333333
18692	-	0	1
18693	-	0	1
18740	-	0	1
18761	-	1	0.833333333333333
18787	-	6	0
18788	-	4	0.333333333333333
18899	-	0	1
19193	-	2	0.666666666666667
19194	-	5	0.166666666666667
19236	-	0	1
19244	-	5	0.166666666666667
19297	-	6	0
19333	-	6	0
19334	-	6	0
19348	-	6	0
19349	-	6	0
19357	-	6	0
19373	-	2	0.666666666666667
19374	-	1	0.833333333333333
19375	-	0	1
19477	-	2	0.666666666666667
19559	-	2	0.666666666666667
19572	-	6	0
19583	-	1	0.833333333333333
19609	-	1	0.833333333333333
19610	-	1	0.833333333333333
19627	-	2	0.666666666666667
19642	-	6	0
19643	-	5	0.166666666666667
19667	-	1	0.833333333333333
19695	-	5	0.166666666666667
19716	-	2	0.666666666666667
19751	-	6	0
19787	-	0	1
19794	-	2	0.666666666666667
19846	-	0	1
19926	-	1	0.833333333333333
19968	-	0	1
19988	-	3	0.5
19989	-	2	0.666666666666667
19990	-	4	0.333333333333333
19991	-	4	0.333333333333333
20024	-	0	1
20074	-	1	0.833333333333333
20204	-	6	0
20221	-	2	0.666666666666667
20231	-	1	0.833333333333333
20260	-	5	0.166666666666667
20331	-	0	1
20341	-	0	1
20342	-	0	1
20365	-	0	1
20395	-	4	0.333333333333333
20396	-	4	0.333333333333333
20410	-	4	0.333333333333333
20411	-	5	0.166666666666667
20425	-	0	1
20426	-	0	1
20458	-	2	0.666666666666667
20512	-	2	0.666666666666667
20527	-	6	0
20528	-	6	0
20554	-	0	1
20565	-	4	0.333333333333333
20604	-	3	0.5
20609	-	0	1
20616	-	1	0.833333333333333
20645	-	6	0
20646	-	4	0.333333333333333
20703	-	6	0
20821	-	6	0
20869	-	0	1
20870	-	1	0.833333333333333
20913	-	0	1
20914	-	0	1
20969	-	1	0.833333333333333
20992	-	1	0.833333333333333
21106	-	0	1
21107	-	0	1
21108	-	0	1
21109	-	0	1
21120	-	3	0.5
21128	-	5	0.166666666666667
21201	-	0	1
21239	-	1	0.833333333333333
21275	-	5	0.166666666666667
21276	-	3	0.5
21277	-	2	0.666666666666667
21350	-	5	0.166666666666667
21351	-	4	0.333333333333333
21391	-	5	0.166666666666667
21395	-	1	0.833333333333333
21410	-	1	0.833333333333333
21445	-	6	0
21474	-	2	0.666666666666667
21475	-	1	0.833333333333333
21531	-	0	1
21570	-	0	1
21574	-	0	1
21575	-	0	1
21576	-	0	1
21583	-	0	1
21584	-	0	1
21659	-	1	0.833333333333333
21673	-	0	1
21691	-	0	1
21692	-	0	1
21706	-	0	1
21707	-	0	1
21737	-	0	1
21741	-	0	1
21742	-	0	1
21801	-	0	1
21822	-	0	1
21835	-	0	1
21839	-	0	1
21840	-	0	1
21880	-	0	1
21881	-	0	1
21882	-	0	1
21893	-	0	1
21963	-	3	0.5
21969	-	1	0.833333333333333
21970	-	1	0.833333333333333
21984	-	3	0.5
21985	-	4	0.333333333333333
21986	-	6	0
21994	-	6	0
22042	-	4	0.333333333333333
22067	-	0	1
22068	-	0	1
22088	-	1	0.833333333333333
22089	-	5	0.166666666666667
22121	-	6	0
22140	-	5	0.166666666666667
22146	-	4	0.333333333333333
22166	-	6	0
22167	-	5	0.166666666666667
22199	-	0	1
22223	-	0	1
22224	-	1	0.833333333333333
22225	-	1	0.833333333333333
22232	-	0	1
22250	-	4	0.333333333333333
22278	-	2	0.666666666666667
22286	-	1	0.833333333333333
22295	-	2	0.666666666666667
22310	-	0	1
22388	-	6	0
22389	-	6	0
22518	-	1	0.833333333333333
22551	-	5	0.166666666666667
22577	-	0	1
22578	-	0	1
22588	-	0	1
22589	-	0	1
22590	-	0	1
22605	-	0	1
22615	-	2	0.666666666666667
22686	-	0	1
22687	-	0	1
22694	-	0	1
22695	-	0	1
22740	-	1	0.833333333333333
22764	-	3	0.5
22850	-	0	1
22851	-	0	1
22932	-	1	0.833333333333333
22955	-	5	0.166666666666667
22956	-	6	0
22969	-	1	0.833333333333333
23021	-	1	0.833333333333333
23022	-	1	0.833333333333333
23034	-	1	0.833333333333333
23039	-	0	1
23054	-	0	1
23104	-	0	1
23108	-	0	1
23109	-	1	0.833333333333333
23137	-	5	0.166666666666667
23162	-	6	0
23186	-	2	0.666666666666667
23201	-	0	1
23241	-	0	1
23249	-	3	0.5
23259	-	1	0.833333333333333
23339	-	0	1
23340	-	0	1
23398	-	0	1
23470	-	0	1
23491	-	1	0.833333333333333
23492	-	0	1
23493	-	1	0.833333333333333
23513	-	1	0.833333333333333
23717	-	1	0.833333333333333
23718	-	1	0.833333333333333
23791	-	2	0.666666666666667
23821	-	0	1
23822	-	0	1
23840	-	1	0.833333333333333
23841	-	1	0.833333333333333
23842	-	3	0.5
23864	-	6	0
23908	-	6	0
23909	-	6	0
23910	-	6	0
23929	-	6	0
23954	-	0	1
23955	-	0	1
23963	-	6	0
23964	-	6	0
23969	-	3	0.5
23970	-	5	0.166666666666667
23971	-	5	0.166666666666667
24015	-	1	0.833333333333333
24031	-	1	0.833333333333333
24032	-	4	0.333333333333333
24115	-	1	0.833333333333333
24129	-	0	1
24145	-	0	1
24146	-	0	1
24155	-	2	0.666666666666667
24228	-	0	1
24258	-	2	0.666666666666667
24282	-	3	0.5
24345	-	5	0.166666666666667
24379	-	0	1
24440	-	5	0.166666666666667
24473	-	0	1
24474	-	0	1
24484	-	5	0.166666666666667
24493	-	0	1
24494	-	0	1
24508	-	1	0.833333333333333
24575	-	4	0.333333333333333
24689	-	1	0.833333333333333
24690	-	1	0.833333333333333
24691	-	2	0.666666666666667
24808	-	2	0.666666666666667
24831	-	0	1
24849	-	0	1
24853	-	0	1
24873	-	6	0
24890	-	6	0
24891	-	6	0
24892	-	6	0
24927	-	0	1
24976	-	0	1
24986	-	1	0.833333333333333
25031	-	6	0
25032	-	4	0.333333333333333
25061	-	0	1
25142	-	0	1
25213	-	0	1
25223	-	0	1
25224	-	0	1
25267	-	0	1
25332	-	1	0.833333333333333
25402	-	6	0
25406	-	3	0.5
25438	-	6	0
25477	-	0	1
25478	-	0	1
25522	-	0	1
25560	-	0	1
25561	-	0	1
25562	-	4	0.333333333333333
25631	-	1	0.833333333333333
25635	-	0	1
25655	-	0	1
25665	-	0	1
25677	-	0	1
25678	-	0	1
25708	-	0	1
25709	-	0	1
25719	-	0	1
25726	-	0	1
25754	-	6	0
25776	-	0	1
25782	-	2	0.666666666666667
25815	-	1	0.833333333333333
25831	-	0	1
25832	-	0	1
25836	-	0	1
25932	-	3	0.5
26184	-	2	0.666666666666667
26218	-	6	0
26262	-	0	1
26304	-	0	1
26305	-	0	1
26306	-	0	1
26314	-	0	1
26413	-	0	1
26414	-	0	1
26415	-	0	1
26421	-	2	0.666666666666667
26498	-	0	1
26499	-	0	1
26500	-	0	1
26506	-	0	1
26514	-	2	0.666666666666667
26519	-	0	1
26520	-	0	1
26601	-	0	1
26621	-	0	1
26635	-	2	0.666666666666667
26659	-	6	0
26660	-	6	0
26661	-	6	0
26681	-	0	1
26682	-	0	1
26709	-	1	0.833333333333333
26718	-	0	1
26719	-	0	1
26735	-	1	0.833333333333333
26823	-	0	1
26833	-	0	1
27053	-	5	0.166666666666667
27102	-	0	1
27103	-	0	1
27180	-	2	0.666666666666667
27209	-	0	1
27224	-	5	0.166666666666667
27268	-	1	0.833333333333333
27269	-	0	1
27276	-	1	0.833333333333333
27282	-	6	0
27322	-	4	0.333333333333333
27411	-	0	1
27412	-	1	0.833333333333333
27447	-	0	1
27486	-	1	0.833333333333333
27487	-	0	1
27533	-	5	0.166666666666667
27557	-	0	1
27572	-	0	1
27584	-	0	1
27589	-	0	1
27590	-	0	1
27642	-	2	0.666666666666667
27684	-	0	1
27696	-	0	1
27697	-	3	0.5
27698	-	1	0.833333333333333
27722	-	1	0.833333333333333
27732	-	5	0.166666666666667
27770	-	3	0.5
27789	-	0	1
27796	-	0	1
27797	-	0	1
27798	-	0	1
27805	-	0	1
27821	-	5	0.166666666666667
27822	-	3	0.5
27841	-	1	0.833333333333333
27842	-	1	0.833333333333333
27904	-	0	1
27911	-	2	0.666666666666667
27912	-	4	0.333333333333333
27943	-	2	0.666666666666667
27960	-	1	0.833333333333333
28065	-	2	0.666666666666667
28139	-	3	0.5
28146	-	1	0.833333333333333
28152	-	3	0.5
28153	-	1	0.833333333333333
28219	-	0	1
28220	-	0	1
28221	-	0	1
28247	-	5	0.166666666666667
28248	-	5	0.166666666666667
28254	-	6	0
28326	-	0	1
28409	-	0	1
28604	-	0	1
28937	-	0	1
29096	-	0	1
29132	-	0	1
29133	-	0	1
29196	-	0	1
29312	-	2	0.666666666666667
29329	-	5	0.166666666666667
29330	-	1	0.833333333333333
29474	-	2	0.666666666666667
29483	-	6	0
29578	-	0	1
29579	-	0	1
29585	-	0	1
29586	-	0	1
29592	-	0	1
29664	-	1	0.833333333333333
29684	-	1	0.833333333333333
29730	-	0	1
29731	-	0	1
29824	-	0	1
29825	-	0	1
29849	-	3	0.5
29850	-	3	0.5
