start	strand	offtarget_rate	offtargets
9436	+	0.129032258064516	huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
9437	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9438	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9439	+	0.129032258064516	huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
9440	+	0.161290322580645	SARS,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
9441	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9442	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9443	+	0.161290322580645	SARS,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
9444	+	0.161290322580645	SARS,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
9445	+	0.161290322580645	SARS,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
9446	+	0.129032258064516	SARS,huCoV_HKU1,adenovirus,c_albicans
9447	+	0.161290322580645	SARS,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
9448	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9449	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9450	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9451	+	0.129032258064516	huCoV_OC43,adenovirus,p_jirovecii,c_albicans
9452	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9453	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9454	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9455	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9456	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9457	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9458	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9459	+	0.161290322580645	adenovirus,c_pneumoniae,m_pneumoniae,p_jirovecii,c_albicans
9460	+	0.161290322580645	adenovirus,c_pneumoniae,m_pneumoniae,p_jirovecii,c_albicans
9461	+	0.161290322580645	huCoV_OC43,adenovirus,m_pneumoniae,p_jirovecii,c_albicans
9462	+	0.129032258064516	adenovirus,m_pneumoniae,p_jirovecii,c_albicans
9463	+	0.161290322580645	huCoV_229E,huCoV_OC43,adenovirus,p_jirovecii,c_albicans
9464	+	0.225806451612903	SARS,huCoV_NL63,huCoV_OC43,rhinovirus,adenovirus,p_jirovecii,c_albicans
9465	+	0.129032258064516	huCoV_OC43,adenovirus,p_jirovecii,c_albicans
9466	+	0.129032258064516	huCoV_OC43,adenovirus,p_jirovecii,c_albicans
9467	+	0.161290322580645	SARS,huCoV_OC43,adenovirus,p_jirovecii,c_albicans
9468	+	0.161290322580645	SARS,huCoV_OC43,adenovirus,p_jirovecii,c_albicans
9469	+	0.193548387096774	SARS,huCoV_OC43,influenza_A,adenovirus,p_jirovecii,c_albicans
9470	+	0.129032258064516	huCoV_OC43,adenovirus,p_jirovecii,c_albicans
9471	+	0.129032258064516	huCoV_OC43,adenovirus,p_jirovecii,c_albicans
9472	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9473	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9474	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9475	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9476	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9477	+	0.161290322580645	SARS,rhinovirus,adenovirus,p_jirovecii,c_albicans
9478	+	0.161290322580645	SARS,rhinovirus,adenovirus,p_jirovecii,c_albicans
9479	+	0.161290322580645	SARS,rhinovirus,adenovirus,p_jirovecii,c_albicans
9480	+	0.161290322580645	SARS,rhinovirus,adenovirus,p_jirovecii,c_albicans
9481	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9482	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9483	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9484	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9485	+	0.0645161290322581	adenovirus,c_albicans
9486	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9487	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9488	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9489	+	0.129032258064516	huCoV_229E,adenovirus,p_jirovecii,c_albicans
9490	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9491	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9492	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9493	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9494	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9495	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9496	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9497	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9498	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9499	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9500	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9501	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9502	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9503	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9504	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9505	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9506	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9507	+	0.161290322580645	enterovirus,resp_syncytial_A,adenovirus,p_jirovecii,c_albicans
9508	+	0.193548387096774	huCoV_NL63,enterovirus,resp_syncytial_A,adenovirus,p_jirovecii,c_albicans
9509	+	0.161290322580645	huCoV_NL63,resp_syncytial_A,adenovirus,p_jirovecii,c_albicans
9510	+	0.161290322580645	huCoV_HKU1,resp_syncytial_A,adenovirus,p_jirovecii,c_albicans
9511	+	0.161290322580645	huCoV_HKU1,resp_syncytial_A,adenovirus,p_jirovecii,c_albicans
9512	+	0.129032258064516	resp_syncytial_A,adenovirus,p_jirovecii,c_albicans
9513	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9514	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9515	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9516	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9517	+	0.129032258064516	parainfluenza_3,adenovirus,p_jirovecii,c_albicans
9518	+	0.129032258064516	parainfluenza_3,adenovirus,p_jirovecii,c_albicans
9519	+	0.129032258064516	parainfluenza_3,adenovirus,p_jirovecii,c_albicans
9520	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9521	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9522	+	0.0967741935483871	SARS,adenovirus,c_albicans
9523	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9524	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9525	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9526	+	0.0967741935483871	SARS,adenovirus,c_albicans
9527	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9528	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9529	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9530	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9531	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9532	+	0.129032258064516	parainfluenza_3,adenovirus,p_jirovecii,c_albicans
9533	+	0.161290322580645	rhinovirus,parainfluenza_3,adenovirus,p_jirovecii,c_albicans
9534	+	0.129032258064516	rhinovirus,adenovirus,p_jirovecii,c_albicans
9535	+	0.129032258064516	rhinovirus,adenovirus,p_jirovecii,c_albicans
9536	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9537	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9538	+	0.0645161290322581	adenovirus,c_albicans
9539	+	0.0645161290322581	adenovirus,c_albicans
9540	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9541	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9542	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9543	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9544	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9545	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9546	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9547	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9548	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9549	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9550	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9551	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9552	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9553	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9554	+	0.161290322580645	SARS,parainfluenza_1,adenovirus,p_jirovecii,c_albicans
9555	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9556	+	0.0645161290322581	adenovirus,c_albicans
9557	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9558	+	0.0645161290322581	adenovirus,c_albicans
9559	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9560	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9561	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9562	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9563	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9564	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9565	+	0.161290322580645	adenovirus,b_pertussis,p_jirovecii,c_albicans,p_aeruginosa
9566	+	0.225806451612903	adenovirus,h_influenzae,l_pneumophila,b_pertussis,p_jirovecii,c_albicans,p_aeruginosa
9567	+	0.161290322580645	MERS,adenovirus,p_jirovecii,c_albicans,p_aeruginosa
9568	+	0.193548387096774	huCoV_NL63,MERS,adenovirus,p_jirovecii,c_albicans,p_aeruginosa
9569	+	0.129032258064516	huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
9570	+	0.225806451612903	huCoV_229E,huCoV_NL63,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans,p_aeruginosa
9571	+	0.225806451612903	huCoV_229E,SARS,huCoV_NL63,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
9572	+	0.193548387096774	huCoV_NL63,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans,p_aeruginosa
9573	+	0.161290322580645	huCoV_HKU1,adenovirus,p_jirovecii,c_albicans,p_aeruginosa
9574	+	0.193548387096774	huCoV_NL63,huCoV_HKU1,influenza_A,adenovirus,p_jirovecii,c_albicans
9575	+	0.161290322580645	huCoV_NL63,influenza_A,adenovirus,p_jirovecii,c_albicans
9576	+	0.129032258064516	huCoV_NL63,adenovirus,p_jirovecii,c_albicans
9577	+	0.129032258064516	huCoV_NL63,adenovirus,p_jirovecii,c_albicans
9578	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9579	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9580	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9581	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9582	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9583	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9584	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9585	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9586	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9587	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9588	+	0.225806451612903	SARS,huCoV_NL63,huCoV_HKU1,adenovirus,c_pneumoniae,p_jirovecii,c_albicans
9589	+	0.225806451612903	SARS,huCoV_NL63,huCoV_HKU1,adenovirus,c_pneumoniae,p_jirovecii,c_albicans
9590	+	0.161290322580645	SARS,huCoV_NL63,adenovirus,p_jirovecii,c_albicans
9591	+	0.161290322580645	SARS,huCoV_NL63,adenovirus,p_jirovecii,c_albicans
9592	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9593	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9594	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9595	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9596	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9597	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9598	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9599	+	0.161290322580645	SARS,parainfluenza_2,adenovirus,p_jirovecii,c_albicans
9600	+	0.161290322580645	SARS,MERS,adenovirus,p_jirovecii,c_albicans
9601	+	0.193548387096774	SARS,huCoV_HKU1,MERS,adenovirus,p_jirovecii,c_albicans
9602	+	0.161290322580645	SARS,MERS,adenovirus,p_jirovecii,c_albicans
9603	+	0.161290322580645	SARS,MERS,adenovirus,p_jirovecii,c_albicans
9604	+	0.193548387096774	SARS,huCoV_HKU1,MERS,adenovirus,p_jirovecii,c_albicans
9605	+	0.193548387096774	SARS,huCoV_NL63,huCoV_OC43,adenovirus,p_jirovecii,c_albicans
9606	+	0.225806451612903	SARS,huCoV_NL63,huCoV_OC43,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
9607	+	0.161290322580645	SARS,huCoV_NL63,adenovirus,p_jirovecii,c_albicans
9608	+	0.161290322580645	SARS,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
9609	+	0.225806451612903	SARS,huCoV_NL63,huCoV_HKU1,MERS,adenovirus,p_jirovecii,c_albicans
9610	+	0.193548387096774	SARS,huCoV_HKU1,MERS,adenovirus,p_jirovecii,c_albicans
9611	+	0.193548387096774	SARS,huCoV_HKU1,MERS,adenovirus,p_jirovecii,c_albicans
9612	+	0.258064516129032	huCoV_229E,SARS,huCoV_NL63,huCoV_HKU1,MERS,adenovirus,p_jirovecii,c_albicans
9613	+	0.193548387096774	SARS,huCoV_HKU1,MERS,adenovirus,p_jirovecii,c_albicans
9614	+	0.225806451612903	huCoV_229E,SARS,huCoV_HKU1,MERS,adenovirus,p_jirovecii,c_albicans
9615	+	0.225806451612903	huCoV_229E,SARS,huCoV_HKU1,parainfluenza_4,adenovirus,p_jirovecii,c_albicans
9616	+	0.225806451612903	huCoV_229E,SARS,huCoV_HKU1,parainfluenza_4,adenovirus,p_jirovecii,c_albicans
9617	+	0.225806451612903	huCoV_229E,SARS,huCoV_HKU1,parainfluenza_4,adenovirus,p_jirovecii,c_albicans
9618	+	0.193548387096774	SARS,huCoV_HKU1,parainfluenza_4,adenovirus,p_jirovecii,c_albicans
9619	+	0.161290322580645	SARS,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
9620	+	0.161290322580645	SARS,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
9621	+	0.129032258064516	huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
9622	+	0.161290322580645	huCoV_HKU1,parainfluenza_3,adenovirus,p_jirovecii,c_albicans
9623	+	0.161290322580645	huCoV_HKU1,parainfluenza_3,adenovirus,p_jirovecii,c_albicans
9624	+	0.161290322580645	huCoV_HKU1,parainfluenza_3,adenovirus,p_jirovecii,c_albicans
9625	+	0.129032258064516	huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
9626	+	0.129032258064516	huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
9627	+	0.129032258064516	huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
9628	+	0.129032258064516	huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
9629	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9630	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9631	+	0.129032258064516	influenza_A,adenovirus,p_jirovecii,c_albicans
9632	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9633	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9634	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9635	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9636	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9637	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9638	+	0.129032258064516	huCoV_OC43,huCoV_HKU1,adenovirus,c_albicans
9639	+	0.129032258064516	huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
9640	+	0.161290322580645	huCoV_HKU1,MERS,adenovirus,p_jirovecii,c_albicans
9641	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9642	+	0.129032258064516	MERS,adenovirus,p_jirovecii,c_albicans
9643	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9644	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9645	+	0.129032258064516	huCoV_NL63,adenovirus,p_jirovecii,c_albicans
9646	+	0.129032258064516	huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
9647	+	0.161290322580645	SARS,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
9648	+	0.161290322580645	SARS,MERS,adenovirus,p_jirovecii,c_albicans
9649	+	0.225806451612903	huCoV_229E,SARS,huCoV_HKU1,MERS,adenovirus,p_jirovecii,c_albicans
9650	+	0.161290322580645	huCoV_229E,SARS,huCoV_HKU1,adenovirus,c_albicans
9651	+	0.161290322580645	SARS,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
9652	+	0.0967741935483871	parainfluenza_1,adenovirus,c_albicans
9653	+	0.129032258064516	MERS,adenovirus,p_jirovecii,c_albicans
9654	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9655	+	0.0645161290322581	adenovirus,c_albicans
9656	+	0.0645161290322581	adenovirus,c_albicans
9657	+	0.0645161290322581	adenovirus,c_albicans
9658	+	0.0645161290322581	adenovirus,c_albicans
9659	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9660	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9661	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9662	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9663	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9664	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9665	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9666	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9667	+	0.161290322580645	SARS,MERS,adenovirus,p_jirovecii,c_albicans
9668	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9669	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9670	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9671	+	0.161290322580645	SARS,parainfluenza_2,adenovirus,p_jirovecii,c_albicans
9672	+	0.129032258064516	parainfluenza_2,adenovirus,p_jirovecii,c_albicans
9673	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9674	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9675	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9676	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9677	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9678	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9679	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9680	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9681	+	0.129032258064516	parainfluenza_1,adenovirus,p_jirovecii,c_albicans
9682	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9683	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9684	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9685	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9686	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9687	+	0.129032258064516	huCoV_229E,adenovirus,p_jirovecii,c_albicans
9688	+	0.161290322580645	huCoV_OC43,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
9689	+	0.161290322580645	huCoV_OC43,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
9690	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9691	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9692	+	0.129032258064516	parechovirus,adenovirus,p_jirovecii,c_albicans
9693	+	0.129032258064516	parechovirus,adenovirus,p_jirovecii,c_albicans
9694	+	0.129032258064516	parechovirus,adenovirus,p_jirovecii,c_albicans
9695	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9696	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9697	+	0.161290322580645	MERS,parainfluenza_1,adenovirus,p_jirovecii,c_albicans
9698	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9699	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9700	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9701	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9702	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9703	+	0.129032258064516	huCoV_NL63,adenovirus,p_jirovecii,c_albicans
9704	+	0.129032258064516	huCoV_NL63,adenovirus,p_jirovecii,c_albicans
9705	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9706	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9707	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9708	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9709	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9710	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9711	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9712	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9713	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9714	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9715	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9716	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9717	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9718	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9719	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9720	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9721	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9722	+	0.161290322580645	SARS,huCoV_OC43,adenovirus,p_jirovecii,c_albicans
9723	+	0.129032258064516	huCoV_OC43,adenovirus,p_jirovecii,c_albicans
9724	+	0.193548387096774	SARS,huCoV_OC43,parechovirus,adenovirus,p_jirovecii,c_albicans
9725	+	0.193548387096774	SARS,huCoV_OC43,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
9726	+	0.161290322580645	SARS,huCoV_OC43,adenovirus,p_jirovecii,c_albicans
9727	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9728	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9729	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9730	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9731	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9732	+	0.129032258064516	huCoV_NL63,adenovirus,p_jirovecii,c_albicans
9733	+	0.129032258064516	huCoV_NL63,adenovirus,p_jirovecii,c_albicans
9734	+	0.129032258064516	huCoV_NL63,adenovirus,p_jirovecii,c_albicans
9735	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9736	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9737	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9738	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9739	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9740	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9741	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9742	+	0.0645161290322581	adenovirus,c_albicans
9743	+	0.032258064516129	p_jirovecii
9744	+	0	
9745	+	0.0645161290322581	adenovirus,c_albicans
9746	+	0.032258064516129	p_jirovecii
9747	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9748	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9749	+	0.0645161290322581	adenovirus,c_albicans
9750	+	0	
9751	+	0.0645161290322581	adenovirus,c_albicans
9752	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9753	+	0.129032258064516	MERS,adenovirus,p_jirovecii,c_albicans
9754	+	0.161290322580645	huCoV_HKU1,MERS,adenovirus,p_jirovecii,c_albicans
9755	+	0.129032258064516	huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
9756	+	0.161290322580645	huCoV_NL63,MERS,adenovirus,p_jirovecii,c_albicans
9757	+	0.161290322580645	huCoV_NL63,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
9758	+	0.129032258064516	huCoV_NL63,adenovirus,p_jirovecii,c_albicans
9759	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9760	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9761	+	0.129032258064516	huCoV_229E,adenovirus,p_jirovecii,c_albicans
9762	+	0.193548387096774	huCoV_229E,SARS,huCoV_NL63,adenovirus,p_jirovecii,c_albicans
9763	+	0.161290322580645	SARS,huCoV_NL63,adenovirus,p_jirovecii,c_albicans
9764	+	0.161290322580645	SARS,huCoV_NL63,adenovirus,p_jirovecii,c_albicans
9765	+	0.161290322580645	SARS,huCoV_NL63,adenovirus,p_jirovecii,c_albicans
9766	+	0.225806451612903	SARS,huCoV_NL63,huCoV_HKU1,MERS,adenovirus,p_jirovecii,c_albicans
9767	+	0.193548387096774	SARS,huCoV_OC43,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
9768	+	0.193548387096774	SARS,huCoV_OC43,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
9769	+	0.193548387096774	SARS,huCoV_NL63,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
9770	+	0.161290322580645	SARS,huCoV_NL63,adenovirus,p_jirovecii,c_albicans
9771	+	0.129032258064516	enterovirus,adenovirus,p_jirovecii,c_albicans
9772	+	0.129032258064516	huCoV_NL63,adenovirus,p_jirovecii,c_albicans
9773	+	0.161290322580645	SARS,huCoV_NL63,adenovirus,p_jirovecii,c_albicans
9774	+	0.161290322580645	SARS,huCoV_OC43,adenovirus,p_jirovecii,c_albicans
9775	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9776	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9777	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
9778	+	0.193548387096774	adenovirus,s_pneumoniae,s_pyogenes,p_jirovecii,c_albicans,s_salivarius
9779	+	0.258064516129032	SARS,huCoV_HKU1,adenovirus,s_pneumoniae,s_pyogenes,p_jirovecii,c_albicans,s_salivarius
9780	+	0.258064516129032	SARS,huCoV_HKU1,adenovirus,s_pneumoniae,s_pyogenes,p_jirovecii,c_albicans,s_salivarius
9781	+	0.258064516129032	SARS,huCoV_HKU1,adenovirus,s_pneumoniae,s_pyogenes,p_jirovecii,c_albicans,s_salivarius
9782	+	0.161290322580645	SARS,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
9783	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9784	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
9785	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
